,Name,ID,RAM,Processor,Model,Brand,Screen Size,Connectivity,OS,Camera,Storage,Price
1470,Samsung Galaxy S8 & S8+ Plus 64GB - Unlocked T-Mobile AT&T Verizon Metro Sprint,185999766314,4 GB,Octa Core,,Samsung,6.2 in,"3G, 4G, Bluetooth, GPS",Android,12.0 MP,64 GB,30.00
1471,"Samsung Galaxy S20 5G SM-G981U 128GB 6.2"" Fully Unlocked GSM+CDMA All Carriers",204133210402,12 GB,Octa Core,Samsung Galaxy S20 5G,Samsung,6.2 in,"4G, Bluetooth, Dual-Band, GPS",Android,16.0 MP,128 GB,84.94 to 179.95
1472,New ListingSamsung Galaxy A23 5G 64GB 128GB 256GB Verizon AT&T T-Mobile Unlocked(Excellent),285575757369,4 GB,,Samsung Galaxy A23 5G,Samsung,6.6 in,"4G, Bluetooth, USB Type-C, Wi-Fi",Android,50.0 Megapixel,64 GB,239.88
1473,Motorola Moto G Stylus 5G XT2131-3 (2021) GSM Unlocked 128GB (AT&T/T-mobile),203963331338,4 GB,,G stylus 5G,Motorola,6.8 in,5G,Android 11,48.0 MP,128 GB,114.99
1474,"ASUS P552W (TIM) Smartphone Windows Mobile 6.1 2008 - Black, 128MB",134667035262,128 MB,,P552W,ASUS,2.8 in,"2G, 3G, Bluetooth, GPS, Mini USB, Wi-Fi",Windows Mobile,2.0 MP,128 MB,94.99
1475,Unlocked LG Phoenix 5 4G LTE LM-K300 32GB T-Mobile 5.7in Silver Phone Very Good,155057045386,2 GB,Octa Core,LG Phoenix 5,LG,5.7 in,"4G, LTE",Android,13.0 MP,32 GB,15.00
1476,Samsung Galaxy S9+ Plus G965 Unlocked Verizon Straight Talk Boost Total T-Mobile,325373174876,6 GB,Octa Core,Samsung Galaxy S9+,Samsung,6.2 in,"2G, 3G, 4G+, Bluetooth, Wi-Fi",Android,12.0MP,64GB,52.99
1477,OnePlus 9 LE2117 T-Mobile Unlocked 128GB Purple Good,186090184888,,,9,OnePlus,,,,,128GB,109.99 to 169.99
1478,NEW!! Motorola Moto G Stylus 5G MOXT2131ANB 128GB (Boost Mobile Prepaid Only),256292945179,4 GB,Octa Core,Motorola Moto G Stylus 5G,Motorola,6.8 in,"5G, Bluetooth, 4G, 3G, Wi-Fi, 2G, LTE",Android,"5.0 MP, 8.0 MP, 16.0 MP, 48.0 MP, 2.0 MP",128 GB,209.99
1479,"Hotpepper Chilaca HPPL60A T-Mobile Unlocked 6.5” 32GB Android Smartphone, Black",314806090960,2 GB,Quad Core,Chilaca,Hotpepper,6.5 in,"4G, Bluetooth",Android,5.0 MP,32 GB,139.99
1480,Good Condition Apple iPhone SE 16GB /32GB /64Gb /128GB Unlocked Verizon AT&T,164051768843,16 GB,,Apple iPhone SE,Apple,4 in,,iOS,,16 GB,52.99
1481,Samsung GT-E1150 2G GSM Unlocked Button Flip Mobile Phone + 1 Year WARRANTY,386263764994,,Single Core,Samsung E1150,Samsung,"1.43""","2G, Bluetooth, Wi-Fi",Android,,<2G,62.00 to 92.00
1482,Apple iPhone 11 Pro Max 256GB Unlocked AT&T T-Mobile Verizon Fair Condition,294367236265,4 GB,Hexa Core,Apple iPhone 11 Pro Max,Apple,6.5 in,"4G, Bluetooth, NFC, Wi-Fi, Lightning",iOS,12.0MP,256 GB,24.58
1483,Mobile Shot TDG-9922 (TDG9922) Cell Phone GSM Red New - Rare Collector,145092161215,,,TDG-9922,Mobile Shot,,,,,N/A,364.95
1484,Samsung Galaxy A51 SM-A515U Boost Mobile Unlocked 128GB Prism Crush Black Good,195982855300,,,Galaxy A51,Samsung,,,,,128GB,17.49
1485,Factory Unlocked Android Smartphone For AT&T T-Mobile Cell Phone Dual SIM 4Core,186076996234,4 GB,Quad Core,XGODY,XGODY,6.5 in,"2G, 3G, 4G, Bluetooth, GPS, LTE, Micro USB, Quad-Band, USB Type-C, WCDMA, Wi-Fi",Android,13.0 MP,64 GB,119.99
1486,Open Box Google Pixel 5 5G 128GB Full Unlocked Verizon T-Mobile AT&T Black/Green,266046970861,8 GB,Octa Core,Google Pixel 5,Google,6 in,"4G, 4G+, 5G, Bluetooth, Dual-Band, GPRS, GPS, Infrared, LTE, NFC, Tri-Band, Wi-Fi",Android,16.0 MP,128 GB,77.89
1487,NEW! Nokia X100 5G T-Mobile GSM 🔓 Unlocked 128GB 48MP Camera - Midnight Blue,255630080601,6 GB,Octa Core,Nokia X100,Nokia,6.67 in,"USB Type-C, 5G, Bluetooth, Wi-Fi, NFC",Android,48.0 MP,128 GB,219.95 to 224.95
1488,"Unlocked Nokia 225 4G TA1282 2.4"" QVGA LCD 64MB Radio microSDHC GSM Classic Blue",204060387832,0.06 GB,Qual Comm,225 4G,Nokia,2.4 in,"Bluetooth, 4G, 3G, 2G",S30+,0.3 MP,64 MB,149.50
1489,New TCL 30z SIMPLE Mobile Smarty Phone 32GB Storage Lot of 12,266493376401,,,TCL 30z,TCL,"6.1"" HD+ Display",,,8.0 MP,32 GB,33.99
1490,Apple iPhone 11 Pro Max 64GB 256GB 512GB T-Mobile/Sprint Warranty - A Grade,325689345974,4 GB,Hexa Core,Apple iPhone 11 Pro Max,Apple,6.5 in,"Bluetooth, 4G, Wi-Fi, Lightning, NFC",iOS,12.0 MP,64 GB,449.00
1491,Plum Gator 7 4G LTE Rugged Phone ATT TMobile Boost Mobile - Unlocked ,125513290409,3 GB,Quad Core,Plum Gator 7,Plum,5.7 in,4G,Android,8.0 MP,32 GB,359.99
1492,"New UNOPENED LG V40 ThinQ V405TA 64GB 6.4"" T-Mobile Smartphone Aurora Black EF",195389176882,,,V40 ThinQ V405AT 64GB T-MOBILE,LG,,,,,64 GB,99.33
1493,🔥New🔥 Orbic Speed RC400L (Verizon) 4G LTE Mobile Broadband WiFi Hotspot Modem,145279920649,512 MB,Qualcomm MDM9207,ORB400LBVZRT,Orbic,,LTE,Linux 3.18,,10 GB,131.99
1494,Verizon Speed Mobile Hotspot | 4G LTE |Connect up to 10 Wi-Fi Enabled Devices |,235260666001,512 MB,Qualcomm MDM9207,ORB400LBVZRT,Orbic,,LTE,Linux 3.18,,10 GB,18.99
1495,Apple iPhone 8 / 8 Plus - 64GB 256GB - Unlocked Smartphone,114996134558,2 GB,Hexa Core,Apple iPhone 8,Apple,4.7 in,"2G, 3G, 4G, 5G, Bluetooth, GPS, LTE, NFC, Wi-Fi",iOS,12.0 MP,,17.95
1496,Google Pixel 7 128GB (Unlocked) Verizon Tracfone T-Mobile Straight Talk 99UV,234931694004,8 GB,Octa Core,Google Pixel 7,Google,6.3 in,"USB Type-C, 5G, Bluetooth, Wi-Fi, NFC",Android,50.0 MP,128 GB,92.00 to 193.00
1497,New Other Samsung Galaxy Note8 N950U Boost Verizon Unlocked T-Mobile Straight,175859823450,6 GB,Octa Core,Samsung Galaxy Note8,Samsung,6.4 in,"2G, 3G, 4G, Bluetooth, LTE, Wi-Fi",Android,12.0MP,64 GB,304.00
1498,"New ListingS23 Ultra 6.8"" 8GB+256GB Smartphone Android 12 Unlocked 5G LTE Mobile Phones US",155906026265,,,S23 Ultra,Unbranded,,,Android 12,,/,180.48
1499,Nokia 5110 2G GSM 900 Unlocked Cellphone Original Old Mobile Phone english phone,385636026376,,,Nokia 5110,Nokia,,2G,Symbian,,&lt;2GB,85.99
1500,New ListingLG myTouch Q C800 - Black and Gray ( T-Mobile ) Very Rare Slider Smartphone,325901026886,,,My Touch Q,LG,,,,,NA,42.00
1501,Apple iPhone X 256GB Factory GSM Unlocked T-Mobile AT&T LTE Excellent,134753622967,3 GB,Hexa Core,Apple iPhone X,Apple,5.8 in,"Bluetooth, NFC, Wi-Fi",iOS,12.0 MP,256 GB,8.49
1502,Motorola Moto G 5G 2022 XT2213 64GB 50MP - Gray (T-Mobile Only),325807267990,4 GB,Octa Core,Motorola Moto G 5G,Motorola,6.5,"USB Type-C, Bluetooth, Wi-Fi",Android,50.0 Megapixel,64 GB,249.97
1503,"Orbic Speed 5G UW R500L Mobile Hotspot, Black,",325425990338,,,R500L,Orbic,,5G,,,0,94.99
1504,"TCL Flip Go Unlocked Flip Phone 4G LTE AT&T T-Mobile, Large Buttons, 4058W",185994928146,512 MB,Quad Core,Alcatel Go Flip 4,Alcatel,2.8 in,"Bluetooth, 4G, GPS, LTE",KaiOS,2.0 MP,4 GB,89.00
1505,Original unlocked Sony Ericsson U1 Satio U1i mobile phone GSM 3G 12MP WIFI GPS,155635359644,,Single Core,Sony Ericsson U1i,Sony Ericsson,"3.5""",,Android,12.1MP,<1GB,55.99
1506,Samsung Galaxy A50 - 64GB - Black (T-Mobile) B Stock - Burn,185786597431,4 GB,Octa Core,Samsung Galaxy A50,Samsung,6.4 in,"USB Type-C, Bluetooth, Wi-Fi, NFC",Android,25.0 MP,64 GB,34.99
1507,"2023 Reno10 Pro+ 4G/5G Smartphone 7.3"" 16GB+1TB Android Unlocked Mobile Phone",285421816307,16 GB,,RENO 10 PRO,Unbranded,7.3 in,"3G, 4G",Android,48.0 MP,1 TB,69.99
1508,"T-Mobile Revvl 4 32GB 5007W Graphite T-Mobile/Unlocked, Read Description",266530003591,2 GB,Quad Core,T-Mobile Revvl 4,T-Mobile,6.2 in,"3G, 4G, Bluetooth, Wi-Fi",Android,13.0 MP,32 GB,129.99
1509,"ZTE ZMAX 16GB Z970 Black T-Mobile Only, Read Description",266530003534,2 GB,Octa Core,ZTE Zmax,ZTE,6 in,"3G, 4G, Bluetooth, Wi-Fi",,13.0 MP,16 GB,36.84
1510,Samsung Galaxy A50 A505U Verizon GSM Unlocked 64GB 25MP 6.4 in Smartphone Used,353701650213,4 GB,Octa Core,Samsung Galaxy A50,Samsung,6.4 in,"3G, 4G, GPS, LTE, NFC, USB Type-C, Wi-Fi",Android,25.0 MP,64 GB,20.88
1511,SAMSUNG GALAXY S21 5G 128GB BLACK (T-MOBILE) USED.,225840284422,,,SAMSUNG GALAXY S21 5G,SAMSUNG,,,,,128GB,89.89
1512,"Virgin Mobile ZTE Max XL N9560 6"" 16GB Android 4G LTE",145415395872,2 GB,,ZTE Max XL,ZTE,6 in,"2G, 3G, 4G, Bluetooth, DLNA, Dual-Band, GPRS, GPS, Infrared, LTE, Micro USB, NFC, Tri-Band, Wi-Fi, USB",Android,13 MP,16 GB,250.00
1513,"New ListingT-Mobile Revvl 5G 128GB T790W T-Mobile/Unlocked Smartphone, Excellent",256314955502,6 GB,Octa Core,T-Mobile Revvl,T-Mobile,6.53 in,"3G, 4G, 5G, Bluetooth, Wi-Fi",Android,48.0 MP,128 GB,34.99
1514,Samsung Galaxy A10e SM-A102U 32GB Charcoal Black T-Mobile Locked Single SIM,295514251753,,,Galaxy A10e,samsung,,,,,32 GB,99.99
1515,Apple iPhone 12 - 64GB - Black - T-Mobile | Very Good | 70%+ Battery Health,134570081068,4 GB,Hexa Core,Apple iPhone 12,Apple,6.1 in,"5G, Bluetooth, Wi-Fi, Lightning, NFC",iOS,12.0 MP,64 GB,55.00
1516,Samsung Galaxy Z Flip 3 5G SM-F711U T-Mobile Locked 128GB Green Good,194998296760,,,Galaxy Z Flip 3 5G,Samsung,,,,,128GB,239.99
1517,HTC One M8 - 32GB - Gunmetal Gray (T-Mobile) Smartphone (C3),145445895436,,Quad Core,HTC One M8,HTC,5 in,,Android,5.0 MP,32 GB,209.99
1518,Apple iPhone 11 - 64GB - White (Boost Mobile) A2111 (CDMA + GSM),235304417190,,Hexa Core,Apple iPhone 11,Apple,6.1 in,"Bluetooth, 4G, Wi-Fi, Lightning, NFC",iOS,12.0 MP,64 GB,19.99
1519,Apple iPhone 6s/6s Plus 16GB 32GB 64GB 128GB Unlocked Verizon At&t Cricket 4G,114962784030,2 GB,Dual Core,,Apple,4.7 in,"LTE, 2G, 3G, 4G, 5G, WI-FI, NFC, GPS, Bluetooth",iOS,12.0 MP,,249.99
1520,Mint Condition  Apple iPhone SE 16GB /32GB /64Gb /128GB Unlocked Verizon AT&T,165037304136,16 GB,,Apple iPhone SE,Apple,4 in,,iOS,,16 GB,48.00 to 123.00
1521,Samsung Galaxy Note 10+ SM-N975U T-Mobile Unlocked 512GB Aura Black Good,195993679294,12 GB RAM,,Galaxy Note 10+,Samsung,,,,,512GB,75.00 to 120.00
1522,Samsung Galaxy S20 5G G981U 128GB Fully Unlocked GSM+CDMA All Carriers EXCELLENT,175831990519,3 GB,Octa Core,Samsung Galaxy S20 5G,Samsung,6.2 in,"4G, Bluetooth, Dual-Band, GPS",Android,16.0 MP,128 GB,289.99
1523,SAMSUNG C3520 Mobile Phone Bluetooth MP3 FM Radio GSM Flip Unlocked Cell phone,334917347969,,,Samsung C3520,Samsung,2.4 in,"2G, Bluetooth, Micro USB, Quad-Band",,1.3 MP,28MB,219.88
1524,Samsung Galaxy S8 Plus S8+ SM-G955U 64GB T-Mobile Silver GSM Smartphone,134121753069,4 GB,Octa Core,Samsung Galaxy S8+,Samsung,6.2 in,"4G, Bluetooth, GPS, USB Type-C, Wi-Fi",Android,12.0 MP,64 GB,34.00
1525,"OnePlus Nord N20 5G GN2200 6.43"" FHD+ 128GB 64MP T-MOBILE GSM 🔓 Unlocked",256164674408,6 GB,Octa Core,OnePlus Nord N20 5G,OnePlus,6.43 in,5G,Android,64.0 MP,128 GB,159.99
1526,"New Android Smart Phone 6.5"" Unlocked Cell Phone Dual SIM US Smartphone T-mobile",186119357696,4GB,Quad Core,Does not apply,Xgody,6.5 in,"2G, 3G, 4G, Bluetooth, GPRS, GPS, Quad-Band, USB Type-C, WAP, Wi-Fi",Android 10,13.0MP,"64GB(Support up to 32GB 64GB 128GB 256GB ,TF card not included)",158.00
1527,Unlocked LG Smart Folder(LGM-X100S)2GB+16GB ROM WiFI Filp Android Mobile Phone,304983288194,16 GB,Single Core,LG Smart Folder,LG,3.3 in,"2G, 3G, 4G, Bluetooth, GPS, LTE, Micro USB, Quad-Band",Android,5.0 MP,2 GB,79.99
1528,"Samsung Galaxy Note 10 SM-N970U 256GB Unlocked 6.3"" Android Smartphone Open Box",386192525861,8 GB,Octa Core,Samsung Galaxy Note10,Samsung,6.3 in,"4G, LTE, NFC, USB Type-C, Wi-Fi",Android,16.0 MP,256 GB,91.65
1529,"2023 Reno10 Pro+ Smartphone 7.3"" 16GB+1TB Android Factory Unlocked  Mobile Phone",394983274417,,Single Core,Accellorize 33110W,Unbranded,1 in,,,0.08MP,9 KB,186.10 to 214.68
1530,UNLOCKED LG ARISTO 4G VoLTE Smart Cell Phone / T-Mobile TELLO Ultra *A GRADE,115819598153,2 GB,1.4 GHz Qualcomm Snapdragon 425,Lg Aristo,LG,5 in,"4G, Bluetooth, LTE, VoLTE",Android,13.0 MP,16 GB,123.99 to 129.99
1531,Original Motorola RAZR V3 Flip Mobile Phone Unlocked Cellphone Camera Bluetooth,364557995680,,,Motorola RAZR V3,Motorola,,"2G, Bluetooth",,,5 MB,32.80 to 34.80
1532,New ListingKyocera Cyclops K325 / K24 - White ( Virgin Mobile ) Very Rare Phone -Works READ,325901118968,,,K24 / K325,Kyocera,,,,,NA,27.99
1533,AlcatelOneTouch REVVL 5049W T-Mobile Unlocked 32GB Black C,195993613204,,,REVVL,AlcatelOneTouch,,,,,32GB,21.24
1534,Alcatel OneTouch Evolve 5020T - Black ( T-Mobile ) One Touch Android Smartphone,325280527956,,,Evolve,Alcatel,,,,,NA,45.00
1535,Motorola Moto One 5G Ace XT2113-5 64GB Gray GSM Unlocked (AT&T/T-mobile),325544651019,4 GB,Octa Core,Motorola One 5G Ace,Motorola,6.7 in,"USB Type-C, 5G, Bluetooth, 4G, Wi-Fi, NFC, GPS",Android,48.0 MP,64 GB,5.94
1536,"New ListingS23 Ultra 6.8"" 8GB+256GB Smartphone Android 13 Unlocked 5G Dual Sim Mobile Phone",155906120478,,,S23 Ultra,Unbranded,,,Android 13,,8GB+256GB,73.99
1537,Motorola Moto G Stylus 5G 2022 XT2215 128GB 50MP ATT T-Mobile 🔓 Unlocked 8/10,255938044548,4 GB,Octa Core,Motorola Moto G Stylus (2022),Motorola,6.8 in,"USB Type-C, Bluetooth, Wi-Fi",Android,50.0 Megapixel,128 GB,99.99 to 149.99
1538,TCL Revvl 2 Plus REVVL 2 T-Mobile Unlocked 32GB Black Very Good,186091847418,,,Revvl 2 Plus,TCL,,,,,32GB,119.50
1539,Mobile Phone M8 32GB 6.5 Single SIM,305281758566,,,M8,HTC,,,,,32 GB,55.00
1540,Samsung Galaxy J7 SM-J700T Smartphone - 16GB - White (T-Mobile) Used Phone,374928822355,,Octa Core,Samsung Galaxy J7,Samsung,5.5 in,"Bluetooth, Wi-Fi",Android,13.0 MP,16 GB,12.00
1541,UNLOCKED / AT&T / T-Mobile / Spectrum Samsung Galaxy A10E Smart Phone *B GRADE*,115819384258,2 GB,1.6 GHz Samsung Exynos 7884,Samsung Galaxy A10e,Samsung,5.8 in,"3G, 4G, Bluetooth, GPS, LTE",Android,8.0 MP,32 GB,37.95
1542,Kyocera Rally S1370 - Black ( T-Mobile ) Cellular Candybar Phone,304842099526,1 GB,Single Core,Rally,Kyocera,2 in,3G,Symbian,3.0 MP,64 MB,43.80 to 57.80
1543,UNLOCKED / T-Mobile Ultra TCL REVVL 4+ Plus 64GB 5062W LTE Smart Phone *A GRADE*,115819620347,4 GB,1.8 GHz Qualcomm Snapdragon 665,Revvl 4+,T-Mobile,6.5 in,"3G, 4G, Bluetooth, GPS, LTE",Android,16.0 MP,64 GB,14.90
1544,"C20 Pro Smartphone 7.3"" Unlocked Android Mobile Phone Dual SIM Global Cellphones",314927515253,4/6/8/12/16GB,Deca Core,C20pro,Lanxus,7.3 in,"4G, 4G+, Bluetooth, GPS, Headphone Jack, USB Type-C, Wi-Fi, 5G, 3G",Android,50MP+108MP,,57.70 to 62.80
1545,"OnePlus Nord N10 BE2028 6GB RAM 128GB 6.49"" 64MP Camera 5G Phone T-Mobile Locked",185707430262,6 GB,,OnePlus Nord N10 5G,OnePlus,6.49 in,5G,OxygenOS,,128 GB,128.99 to 172.99
1546,Samsung Galaxy S21 5G SM-G991U T-Mobile Unlocked 256GB Phantom Gray C,175881801866,8 GB RAM,,Galaxy S21 5G,Samsung,,,,,256GB,124.99
1547,Original Nokia 6300 Cellphone Unlocked FM Camera MP3 Bluetooth Mobile Bar Phone,273128269005,&lt;128MB,Single Core,Nokia 6300,Nokia,"2""",Bluetooth,Symbian,2.0MP,7.8MB,219.99
1548,"Samsung Galaxy S4 SGH-M919 T-Mobile 4G Android Samsung Smartphone Grade B,",266414088828,,,Samsung Galaxy S4,Samsung,5.8,4G,Android,,16 GB,32.55
1549,Samsung Galaxy Note 20 5G 128GB Factory Unlocked AT&T T-Mobile Verizon Good,295729086595,8 GB,Octa Core,Samsung Galaxy Note20 5G,Samsung,6.7 in,"4G, 5G, Bluetooth, NFC, USB Type-C, Wi-Fi",Android,12.0 MP,128 GB,37.99
1550,NEW *UNOPENED* Apple iPhone 8 Plus 64/256GB Unlocked Smartphone ALL COLORS USA,363789183414,,,,Apple,,,,,128 GB,234.95
1551,UNLOCKED / T-Mobile Samsung Galaxy A01 A015 LTE Smart Phone LYCA TELLO *A GRADE,115819620338,2 GB,2 GHz Qualcomm Snapdragon 439,Samsung Galaxy A01,Samsung,5.7 in,"4G, Bluetooth, GPS, LTE",Android,13.0 MP,16 GB,236.99 to 275.99
1552,Apple iPhone 6s Plus 16GB - Unlocked - Smartphone Gold Gray Silver Rose Gold,115445853594,2 GB,,iPhone 6s Plus,Apple,,"LTE, 2G, 3G, 4G, 5G, WI-FI, NFC, GPS, Bluetooth",iOS,12.0 MP,"16GB , 64GB , 128GB",54.80 to 56.80
1553,LG Reflect LGL555DL Black 32GB Simple Mobile Smartphone,314942044008,,Octa Core,Reflect,LG,,"4G, Bluetooth",Android,13.0 MP,32 GB,74.00 to 87.00
1554,LG Stylo 6 LM-Q730 64GB AT&T T-Mobile LTE GSM Unlocked Smartphone Silver,195322371843,,,LM-Q730,LG,,,,,64GB,96.00
1555,New Samsung Gravity Q SGH-T289 - (T-Mobile) Unlocked Cellular Phone,223209900400,,,Samsung gravity Q,Samsung,,,,2.0 MP,256 MB,139.97
1556,"LG K30 32GB X410TK Aurora Black, (T-Mobile/Unlocked) Read Details",204542343135,6 GB,Octa Core,LG K30,LG,6.7 in,"3G, 4G, Bluetooth, USB Type-C, Wi-Fi",Android,"64 MP, 5 MP, 2 MP, 2 MP",32 GB,34.99
1557,"Impaired Motorola Moto G 5G (2022), T-Mobile, 128 GB, Locked ESN, Read (34XX)",145326080345,4 GB,Octa Core,Motorola Moto G Stylus,Motorola,6.8 in,"2G, 3G, 4G, 4G+, 5G, Bluetooth, Dual-Band, GPS, LTE, USB Type-C, Wi-Fi",Android,50.0 MP,128 GB,23.04
1558,Apple iPhone 8 - 256GB - Fully Unlocked (CDMA + GSM) - EXCELLENT Condition,325899506399,,A11,Apple iPhone 8,Apple,"4.7""",4G,iOS - Apple,12MP,256 GB,52.99
1559,Motorola Moto G Pure XT2163-4 Boost Mobile Unlocked 32GB Blue Good,175871682476,,,Moto G Pure,Motorola,,,,,32GB,179.99
1560,NEW IN BOX Samsung Galaxy A13 SM-A135U 32GB Black T-MOBILE,304697456346,,,GALAXY A13,samsung,,,,,32GB,69.99
1561,T-Mobile REVVL 4 32GB Gray T-Mobile Android 4G LTE WiFi Smartphone A 4017,175861392194,2 GB,Quad Core,T-Mobile REVVL 4,T-Mobile,6.2 in,"USB Type-C, Bluetooth, 4G, 3G, Wi-Fi, 2G, GPS",Android,13.0 MP,32 GB,109.97
1562,OnePlus Nord N200 5G-64GB-Blue Quantum Pre-Paid Smartphone By Metro T-Mobile-NIB,145431451459,4 GB,Octa Core,OnePlus Nord N200 5G,OnePlus,6.49 in,"USB Type-C, 5G, Bluetooth, Wi-Fi, NFC",OxygenOS,16.0 MP,64 GB,44.95
1563,"New ListingHotpepper Chilaca  T-Mobile  32GB Android Smartphone, Black",364597552797,2 GB,Quad Core,Chilaca,T-Mobile,6.5 in,"4G, Bluetooth",Android,5.0 MP,32 GB,79.99
1564,Google Pixel 5 128GB Full Unlocked Verizon T-Mobile AT&T Excellent- Screen SBI,255637482598,8 GB,Octa Core,Google Pixel 5,Google,6 in,"4G, 4G+, 5G, Bluetooth, Dual-Band, GPRS, GPS, Infrared, LTE, NFC, Tri-Band, Wi-Fi",Android,16.0 MP,128 GB,18.00
1565,LG Velvet 5G G9 LM-G900UM LM-G900TM 128GB+6GB 5G Unlocked Smartphone -New Sealed,385408196584,6 GB,Octa Core,LG Velvet 5G,LG,6.8 in,"4G, 4G+, 5G, GPS, USB Type-C, Wi-Fi",Android,48.0 MP,128 GB,159.95
1566,"Samsung Galaxy Z Flip3 5G SM-F711U, 128GB,LCD Dot,T-Mobile Lk,Fair Con:BB390",276186251286,8 GB,Octa Core,Samsung Galaxy Z Flip3 5G,Samsung,"6.7 in, 1.9 in","5G, Bluetooth, Wi-Fi",Android,12.0 MP,128 GB,205.88 to 214.69
1567,NEW SEALED * Samsung Galaxy Note 20 5G N981U Unlocked 128GB Verizon ATT T-Mobile,394807765298,8 GB,Octa-core,Samsung Galaxy Note20 5G,Samsung,6.7 in,"4G, Bluetooth, Wi-Fi, 5G",Android,64.0 MP,128 GB,155.00
1568,LG V10 H901(For T-Mobile) Unlocked 64GB+4GB Fingerprint 4G Smartphone-NEW SEALED,314491652355,4 GB,Hexa Core,LG V10,LG,5.7 in,"2G, 3G, 4G, Bluetooth, GPS, LTE, NFC, Quad-Band, USB Type-C, Wi-Fi",Android,16 MP,64 GB,299.65
1569, Nokia X2-00 Mobile Phone Bluetooth FM MP3 MP4 Player Original Unlocked CellPhon,374253661493,,Single Core,Nokia X2-00,Nokia,,"Bluetooth, Micro USB",Symbian,5.0 MP,48 MB,87.00
1570,Samsung Galaxy S10 128GB Factory Unlocked Verizon T-Mobile Metro Cricket AT&T,125654816931,8 GB,2.8 GHz Qualcomm Snapdragon 855,Samsung Galaxy S10,Samsung,6.1 in,"2G, 3G, 4G, 4G+, Bluetooth, DLNA, Dual-Band, GPRS, GPS",Android,16.0 MP,128 GB,28.00
1571,OnePlus 6T a6013 T-mobile Unlocked 128GB Black Excellent Light Burn,195991407658,,,6T,OnePlus,,,,,128GB,150.63 to 177.61
1572,UNLOCKED / T-Mobile LYCA Samsung Galaxy Grand Prime SM-G530 Smart Phone *A GRADE,234205250006,1.5GB,1.2 GHz Qualcomm Snapdragon 410,Samsung Galaxy Grand Prime,Samsung,"5""","4G, LTE",Android,8.0 MP,8GB,139.99
1573,Apple iPhone 8 64GB GSM Factory Unlocked Verizon AT&T T-Mobile Very Good,114995974409,2 GB,Hexa Core,Apple iPhone 8,Apple,4.7 in,"2G, 3G, 4G, 5G, Bluetooth, GPS, LTE, NFC, Wi-Fi",iOS,12.0 MP,Various,27.80 to 36.80
1574,Google Pixel 6 GB7N6 T-Mobile Locked 128GB Gray Good,175874650077,,,Pixel 6,Google,,,,,128GB,94.00 to 150.00
1575,SAMSUNG CONVOY 4 - (T-MOBILE WIRELESS) UNTESTED 35113,145385111697,,,Samsung Convoy 4,Samsung,,,Android,,Unknown,189.99
1576,Samsung Gravity TXT SGH-T379 Emerald Gray (T-Mobile) Rare Slider Phone - Parts,145433096042,,,Gravity TXT,Samsung,2.4 in,Micro USB,Android,2.0 MP,115 MB,20.00
1577,"New ListingS30 Ultra 5G Smartphone 7.3"" 4GB+128GB Factory Unlocked Android 13 Mobile Phone",404641080233,4 GB,Deca Core,S30 Ultra,Unbranded,7.3 in,"2G, 3G, 4G, 5G, Bluetooth, GPS, USB Type-C, Wi-Fi",Android 13,50MP+108MP,128 GB,9.99
1578,T-Mobile Apple iPhone 12 64GB 16.6 Black MGG53LL/A Clean Read,204437194458,,,iPhone 12 64,Apple,,,16.6,,64GB,139.99
1579,Nokia 2300 Mobile Phone Radio Multi Languages 2G GSM Unlocked,285233134878,<1GB,,NOKIA 2300,Nokia,,2G,Symbian,,<2GB,279.99
1580,ZTE Aspect F555 - T-Mobile Gray and Silver Cellular Phone,235282550100,,,F555,ZTE,,,,2.0 MP,NA,27.00
1581,Orbic Verizon Speed Mobile Hotspot 4G LTE,305084909011,512 MB,Qualcomm MDM9207,ORB400LBVZRT,Orbic,,LTE,Linux 3.18,,10 GB,24.99
1582,"Samsung C3520 GSM 1.3 MP Camera 2.4"" Screen Original Unlocked Flip Mobile Phone",165560417935,<128M,,SAMSUNG C3520,Samsung,"2.4""","2G, Bluetooth, Micro USB, Quad-Band",Symbian,1.3MP,28MB,12.99
1583,Samsung Galaxy A03s SM-A037U Boost Mobile Unlocked 32GB Black C,195982855255,,,Galaxy A03s,Samsung,,,,,32GB,29.00
1584,Samsung Galaxy S21 5G White T-Mobile Grade B SM-G991U,375074667444,,,Galaxy S21 5G,Samsung,,,,,128 GB,64.99
1585,"Unlocked Nokia 225 TA-1282 2.4"" QVGA LCD 64MB Radio 4G LTE GSM microSDHC Black",325291196112,64MB,Unisoc UMS9117,225 4G,Nokia,2.4 in,"Bluetooth, 4G, 3G, 2G",KaiOS,0.3 MP,64 MB,233.95
1586,LG K31 32GB 4G LTE VoLTE Unlocked T-Mobile Mint Metro Consumer Cellular QLink,334470326453,2 GB,Octa Core,LG K31,LG,5.7 in,"Bluetooth, 4G, Wi-Fi, Micro USB",Android,13.0 MP,32 GB,33.99
1587,Nokia 2720 V Flip TA-1295 Verizon Wireless 4G LTE KaiOS 4GB KaiOS Smartphone A,374185699244,512MB,Qualcomm 8909 Mobile Platform,Nokia 2720,Verizon Wireless,2.8 in,"4G, Bluetooth, GPS, LTE, Micro USB, Wi-Fi",KaiOS,2.0 MP,4 GB,66.48
